Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Senior Business Analysts,Business Analyst (Junior) 7618-0314,Business Analyst,Foilcon,Toronto,ON,"Excel, Gap",Junior,In-Person,Technology,66000.0,84500.0,75250.0
Financial and Operational Analysts,Inventory Analyst,Analyst,"Portland Tractor, Inc.",Langley,BC,Excel,ANY,In-Person,Real Estate,60000.0,70000.0,65000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Eperformance Inc.,Ottawa,ON,"Sql, Ssrs",ANY,In-Person,Others,65000.0,80000.0,72500.0
Senior Supply Chain Data Analysts,Technical Analyst II,Analyst,Benevity,Calgary,AB,"Pentaho, Sql, Groovy, Asana, Python",Mid,In-Person,Technology,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Continuous Improvement Analyst,Analyst,Gay Lea Foods,Teeswater,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,Galderma,Thornhill,ON,"Excel, Power Bi, Informatica, Excel",ANY,In-Person,Others,68500.0,87000.0,77750.0
Financial and Operational Analysts,CATEGORY ANALYST,Analyst,Groupe Leclerc,Remote,Undef,Undef,ANY,Remote,Others,50000.0,76458.0,63229.0
Financial and Operational Analysts,Product Analyst,Analyst,Rakuten,Toronto,ON,"Tableau, Big Data, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Island Health,Victoria,BC,"Database, Database, Excel",ANY,In-Person,Healthcare,79601.6,114420.8,97011.20000000001
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,EDI Data Analyst,Data Analyst,Jewish Family and Child Service,Toronto,ON,Undef,ANY,In-Person,Service,68819.0,84450.0,76634.5
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,"Analyst, Workforce Planning",Analyst,Element Fleet Management,Mississauga,ON,"Excel, Power Bi",ANY,In-Person,Others,68000.0,88300.0,78150.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,ISSI-Tec Manufacturing Inc.,North Vancouver,BC,"Database, Machine Learning, Matlab, Mysql, Excel, Python",ANY,In-Person,Manufacturing,80000.0,90000.0,85000.0
Senior Business Analysts,Business Analyst (Junior) 7618-0314,Business Analyst,Foilcon,Toronto,ON,"Excel, Gap",Junior,In-Person,Technology,66000.0,84500.0,75250.0
Financial and Operational Analysts,Inventory Analyst,Analyst,"Portland Tractor, Inc.",Langley,BC,Excel,ANY,In-Person,Real Estate,60000.0,70000.0,65000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Eperformance Inc.,Ottawa,ON,"Sql, Ssrs",ANY,In-Person,Others,65000.0,80000.0,72500.0
Systems and Data Analysts,Senior Data and Insights Analyst,Analyst,BCAA,Burnaby,BC,"Sql, Power Bi, Database, Machine Learning, Excel, Python, R",Senior,In-Person,Others,85536.24,106920.24,96228.24
Business Systems Analysts,Business Systems Analyst and Data Analytics,System Analyst,Raise,Remote,Undef,"Power BI, Aws",ANY,Remote,Others,85816.8,91520.0,88668.4
Senior Business Intelligence Analysts,Business Intelligence (BI) Specialist,Data Specialist,"Hi-Flyer Food (Canada), Inc.",Calgary,AB,"Sql, Database",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,Sr. Data Analyst,Data Analyst,"Railserve, Inc.",Edmonton,AB,"Tableau, Sql, Power Bi, Python, R",Senior,In-Person,Others,85000.0,85000.0,85000.0
Financial and Operational Analysts,CATEGORY ANALYST,Analyst,Groupe Leclerc,Remote,Undef,Undef,ANY,Remote,Others,50000.0,76458.0,63229.0
Senior Supply Chain Data Analysts,"ICQA Data Analyst - Bolton, ON, YYZ7",Data Analyst,"Amazon Canada Fulfillment Services, ULC.",Bolton,ON,Excel,ANY,In-Person,Service,68500.0,87000.0,77750.0
Financial and Operational Analysts,Product Analyst,Analyst,Rekuten Global,Toronto,ON,"Tableau, Big Data, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Financial and Operational Analysts,Product Analyst,Analyst,Rakuten,Toronto,ON,"Tableau, Big Data, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Island Health,Victoria,BC,"Database, Database, Excel",ANY,In-Person,Healthcare,79601.6,114420.8,97011.20000000001
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,EDI Data Analyst,Data Analyst,Jewish Family and Child Service,Toronto,ON,Undef,ANY,In-Person,Service,68819.0,84450.0,76634.5
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,"Analyst, Workforce Planning",Analyst,Element Fleet Management,Mississauga,ON,"Excel, Power Bi",ANY,In-Person,Others,68000.0,88300.0,78150.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,ISSI-Tec Manufacturing Inc.,North Vancouver,BC,"Database, Machine Learning, Matlab, Mysql, Excel, Python",ANY,In-Person,Manufacturing,80000.0,90000.0,85000.0
Senior Business Analysts,Business Analyst (Junior) 7618-0314,Business Analyst,Foilcon,Toronto,ON,"Excel, Gap",Junior,In-Person,Technology,66000.0,84500.0,75250.0
Financial and Operational Analysts,Inventory Analyst,Analyst,"Portland Tractor, Inc.",Langley,BC,Excel,ANY,In-Person,Real Estate,60000.0,70000.0,65000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Eperformance Inc.,Ottawa,ON,"Sql, Ssrs",ANY,In-Person,Others,65000.0,80000.0,72500.0
Senior Supply Chain Data Analysts,Continuous Improvement Analyst,Analyst,Gay Lea Foods,Teeswater,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Data Analysts,Sr. Data Analyst,Data Analyst,"Railserve, Inc.",Edmonton,AB,"Tableau, Sql, Power Bi, Python, R",Senior,In-Person,Others,85000.0,85000.0,85000.0
Financial and Operational Analysts,CATEGORY ANALYST,Analyst,Groupe Leclerc,Remote,Undef,Undef,ANY,Remote,Others,50000.0,76458.0,63229.0
Financial and Operational Analysts,Product Analyst,Analyst,Rekuten Global,Toronto,ON,"Tableau, Big Data, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Financial and Operational Analysts,Product Analyst,Analyst,Rakuten,Toronto,ON,"Tableau, Big Data, Sql",ANY,In-Person,Others,30240.56,57200.0,43720.28
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Business and Marketing Analysts,Business Analyst,Business Analyst,Island Health,Victoria,BC,"Database, Database, Excel",ANY,In-Person,Healthcare,79601.6,114420.8,97011.20000000001
Systems and Data Analysts,"Technical Lead, BI, Data Analytics, and Gov",Lead,Pacific Smoke International Inc,Markham,ON,"Machine Learning, Tableau, Qlikview, Sql, Aws, Big Data, Azure, Power Bi",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Business Intelligence Analysts,"Analyst, Workforce Planning",Analyst,Element Fleet Management,Mississauga,ON,"Excel, Power Bi",ANY,In-Person,Others,68000.0,88300.0,78150.0
Senior Data Analysts,EDI Data Analyst,Data Analyst,Jewish Family and Child Service,Toronto,ON,Undef,ANY,In-Person,Service,68819.0,84450.0,76634.5
Senior Business Analysts,Business Analyst 7605-2415,Business Analyst,Foilcon,Toronto,ON,"Power BI, Excel",ANY,In-Person,Technology,66000.0,84500.0,75250.0
Senior Business Analysts,Business Analyst (Junior) 7618-0314,Business Analyst,Foilcon,Toronto,ON,"Excel, Gap",Junior,In-Person,Technology,66000.0,84500.0,75250.0
Financial and Operational Analysts,Inventory Analyst,Analyst,"Portland Tractor, Inc.",Langley,BC,Excel,ANY,In-Person,Real Estate,60000.0,70000.0,65000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Eperformance Inc.,Ottawa,ON,"Sql, Ssrs",ANY,In-Person,Others,65000.0,80000.0,72500.0
Financial and Operational Analysts,CATEGORY ANALYST,Analyst,Groupe Leclerc,Remote,Undef,Undef,ANY,Remote,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,Business Intelligence (BI) Specialist,Data Specialist,"Hi-Flyer Food (Canada), Inc.",Calgary,AB,"Sql, Database",Senior,In-Person,Others,30240.56,57200.0,43720.28
Senior Data Analysts,Sr. Data Analyst,Data Analyst,"Railserve, Inc.",Edmonton,AB,"Tableau, Sql, Power Bi, Python, R",Senior,In-Person,Others,85000.0,85000.0,85000.0
Senior Supply Chain Data Analysts,Continuous Improvement Analyst,Analyst,Gay Lea Foods,Teeswater,ON,Excel,ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"Senior Business Analyst, Sales & Service (CPQ/CRM) - Georgetown, Ontario",Business Analyst,Mold-Masters,Georgetown,ON,"Jira, Sales, Salesforce, DevOps, Business analysis",Senior,In-Person,Others,68500.0,87000.0,77750.0
Senior Data Analysts,Data Analyst,Data Analyst,Toronto Transit Commission,Toronto,ON,"Python, No SQL, Power BI, SQL, Microsoft Access",ANY,In-Person,Technology,83000.0,104000.0,93500.0
Business and Marketing Analysts,Commercial Analyst,Analyst,Ceva Animal Health,Guelph,ON,"SQL, JD Edwards, Salesforce, Statistics, Python",ANY,In-Person,Healthcare,55000.0,78000.0,66500.0
Senior Data Analysts,Data Analyst,Data Analyst,Shivansh Outsourcing,Toronto,ON,"Power BI, SQL, SQL, Statistics, Organizational skills",ANY,In-Person,Others,60000.0,85000.0,72500.0
Senior Data Analysts,Data Analyst,Data Analyst,Mindshare,Toronto,ON,"Relational databases, R, Omniture, Office Suite, Tableau",ANY,In-Person,Others,55000.0,65000.0,60000.0
Senior Supply Chain Data Analysts,"Market Research Analyst (Full Time) Windsor, ON",Analyst,Big Time Tickets Inc,London,ON,"No SQL, Google Suite, Pricing, SQL, Purchasing",ANY,In-Person,Others,100000.0,110000.0,105000.0
Systems and Data Analysts,"FCM - Data Quality Analyst- Remote, Canada",Analyst,FCM,Remote,Undef,Power BI,ANY,Remote,Others,87000.0,87000.0,87000.0
Senior Data Analysts,E-Commerce Data Analyst,Statistician,New Directions Aromatics Inc.,Mississauga,ON,"Power BI, SQL, Order management system, Sales, Merchandising",ANY,In-Person,Others,40000.0,93000.0,66500.0
Systems and Data Analysts,Senior Data and Insights Analyst,Analyst,BCAA,Burnaby,BC,"Python, Power BI, SQL, Microsoft Outlook, R",Senior,In-Person,Others,86000.0,107000.0,96500.0
Senior Business Intelligence Analysts,"Senior Analyst, Internal Audit",Intern,QuadReal,Calgary,AB,"Power BI, Financial auditing, Tableau, Change management, Project management",Senior,In-Person,Others,80000.0,105000.0,92500.0
Senior Business Analysts,"Senior Business Analyst, IT",Business Analyst,Canaccord Genuity Corp.,Montreal,QC,"Jira, Business analysis, Python, SQL, Data management",Senior,In-Person,Technology,66000.0,84500.0,75250.0
Senior Supply Chain Data Analysts,"Analyst - Performance, Wind energy",Analyst,Innergex,Longueuil,QC,"Bilingual, Tableau, MATLAB, Writing skills, Python",ANY,In-Person,Others,98000.0,105000.0,101500.0
Senior Data Analysts,Data Insights Analyst,Analyst,BAM Strategy,Remote,Undef,"Bilingual, Tableau, Power BI, SQL, SAS",ANY,Remote,Consulting,69000.0,86000.0,77500.0
Systems and Data Analysts,Electrical research engineer (Power Market Analyst and Data Scientist ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ NOC 21310),Data Engineer,Arcus Power Corp,Calgary,AB,"CI/CD, Azure, Git, Python, SQL",ANY,In-Person,Energy,110000.0,130000.0,120000.0
Senior Business Intelligence Analysts,"Senior Developer, Business Intelligence",Developer,Ontario Health,Toronto,ON,"Tableau, Power BI, Azure, Business intelligence, SAS",Senior,In-Person,Healthcare,68000.0,88300.0,78150.0
Senior Supply Chain Data Analysts,Sr. IT Data Analyst,Data Analyst,TD Bank,Toronto,ON,"Python, No SQL, Power BI, SQL, Project management",Senior,In-Person,Finance,75000.0,108000.0,91500.0
Senior Data Analysts,Data Analyst,Data Analyst,SnapPay,Mississauga,ON,"R, Business analysis, Statistics, Process improvement, Visio",ANY,In-Person,Others,46000.0,105000.0,75500.0
Systems and Data Analysts,Business Development Data Analyst - Remote Work,Data Analyst,BairesDev,Vancouver,BC,Undef,ANY,Remote,Others,75000.0,110000.0,92500.0
Senior Data Analysts,Data Insight and Reporting Analyst,Analyst,HomeEquity Bank,Toronto,ON,"SQL, SQL, Presentation skills, Analytics",ANY,In-Person,Technology,65000.0,80000.0,72500.0
Senior Data Analysts,Operations Data Analyst,Data Analyst,Arctiq,Toronto,ON,"Power BI, Data modeling, SQL, R, Quality management",ANY,In-Person,Others,75000.0,85000.0,80000.0
Systems and Data Analysts,Data Analyst - Informatics and Systems,System Analyst,Snaplii,Mississauga,ON,"Statistics, Power BI, SQL, Data mining, XML",ANY,In-Person,Others,43000.0,93000.0,68000.0
Senior Business Intelligence Analysts,Business Intelligence Analyst (Two positions available),BI Analyst,Farm Credit Canada,Regina,SK,"Statistics, Computer science, Python, Research, Statistics",ANY,In-Person,Technology,80000.0,87000.0,83500.0
Business and Technical Analysts,Bilingual Servicing Analyst,Analyst,BMO Financial Group,Montreal,QC,"Bilingual, Tableau, Filing, Python, Statistics",ANY,In-Person,Finance,38000.0,70000.0,54000.0
Systems and Data Analysts,Data Analyst & BI Specialist,Data Specialist,UniUni (Uni Express Inc.),Remote,Undef,"Statistics, Business analysis, Statistics, SQL, AWS",Senior,Remote,Media,70000.0,90000.0,80000.0
Financial and Operational Analysts,Inventory Analyst,Analyst,"Portland Tractor, Inc.",Langley,BC,"Sage, SQL, Microsoft Access, Statistics, Office Suite",ANY,In-Person,Real Estate,60000.0,70000.0,65000.0
Business Systems Analysts,Business Data Analyst,Data Analyst,Dawn InfoTek Inc.,Toronto,ON,"Computer science, Azure, Business analysis, Google Cloud Platform, AWS",ANY,In-Person,Others,135200.0,156000.0,145600.0
Senior Data Analysts,"Data Analyst, Business Intelligence",BI Analyst,Bell,Toronto,ON,"Tableau, Oracle, SAS, SQL, SQL",ANY,In-Person,Others,72000.0,86000.0,79000.0
Business Systems Analysts,IT Business Systems Analyst,System Analyst,Greenfire Resources Operating Corporation,Fort McMurray,AB,"Oracle, Oil & gas, Business analysis, SQL, Windows",ANY,In-Person,Others,72000.0,82000.0,77000.0
Systems and Data Analysts,Part-time Data Quality Analyst (Fraud Investigation),Analyst,owl.co,Toronto,ON,"Research, Natural language processing, Typing, No SQL",ANY,In-Person,Others,41600.0,57200.0,49400.0
Financial and Operational Analysts,Sustainability Analyst,Analyst,KeeWee,Remote,Undef,"SQL, Oil & gas, Statistics, SQL, Python",ANY,Remote,Others,50000.0,76458.0,63229.0
Senior Supply Chain Data Analysts,Career Re-Entry - Operations Training Reporting Analyst V,Analyst,Enbridge,Edmonton,AB,"Power BI, Data structures, Oil & gas, SQL, Statistics",ANY,In-Person,Others,56000.0,76000.0,66000.0
Senior Data Analysts,Data Analyst,Data Analyst,KF Aerospace,Kelowna,BC,"Power BI, Data modeling, SQL, SQL, Statistics",ANY,In-Person,Aerospace,77000.0,96000.0,86500.0
Senior Supply Chain Data Analysts,Power BI Developer | Data Analyst,Developer,Silver Gold Bull Inc.,Calgary,AB,"Power BI, SQL, Magento, E-commerce, SQL",ANY,In-Person,Others,65000.0,120000.0,92500.0
Senior Business Intelligence Analysts,Reporting and Business Intelligence Analyst,BI Analyst,Radiant Canada,Mississauga,ON,"Power BI, Data modeling, SQL, Data mining, Business intelligence",ANY,In-Person,Others,65000.0,77000.0,71000.0
Senior Data Analysts,Data Analyst Intern,Intern,Klue,Vancouver,BC,"SQL, Python",Junior,In-Person,Others,44000.0,57200.0,50600.0
Senior Data Analysts,Game Data Analyst,Data Analyst,Prodigy Education,Midtown Toronto,ON,"Statistics, Python, SQL, Statistics, No SQL",ANY,In-Person,Education,89000.0,111000.0,100000.0
Senior Data Analysts,Data Analyst,Data Analyst,Birchwood,Winnipeg,MB,"Power BI, SQL, Statistics, Disaster recovery, SQL",ANY,In-Person,Others,52000.0,74000.0,63000.0
Senior Data Analysts,Data Analyst,Data Analyst,Sri Technosoft Solutions,Edmonton,AB,"Power BI, Business intelligence, Business analysis, Statistics, Tableau",ANY,In-Person,Technology,69000.0,86000.0,77500.0
Senior Data Analysts,Data analyst intern,Intern,American Iron and Metal,Montreal,QC,"SQL, Microsoft Access, Maximo, Statistics, No SQL",Junior,In-Person,Others,69000.0,86000.0,77500.0
Business and Technical Analysts,RES O 21R - Data Analyst,Data Analyst,BC Public Service,Burnaby,BC,"Computer science, R, SQL, Python",ANY,In-Person,Service,70000.0,79000.0,74500.0
Senior Data Analysts,DEVELOPER / DATA ANALYST,Developer,AXIS Database Marketing,Mississauga,ON,"No SQL, SQL, Microsoft Access, Visual Basic, Database development",ANY,In-Person,Others,43000.0,93000.0,68000.0
Senior Supply Chain Data Analysts,"Data Analyst, BORN Ontario, Temporary Full-Time (1.0)",Data Analyst,CHEO,Ottawa,ON,"Bilingual, Tableau, Statistical software, Computer science, SQL",ANY,In-Person,Others,72883.2,89440.0,81161.6
Senior Data Analysts,Data Analyst,Data Analyst,Cabela's,Winnipeg,MB,"No SQL, Power BI, SQL, Microsoft Outlook, Visual Basic",ANY,In-Person,Others,58000.0,58000.0,58000.0
Business and Technical Analysts,C-GE-916 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Data Analyst,Data Analyst,CAE,Saint-Laurent,QC,"Power BI, Confluence, No SQL",ANY,In-Person,Others,81000.0,91000.0,86000.0
Senior Data Analysts,Quantitative Data Analyst,Quantitative Analyst,The Mustard Seed Society,Calgary,AB,"Statistics, Power BI, SQL, Microsoft Outlook, Business intelligence",ANY,In-Person,Others,60000.0,95000.0,77500.0
Financial and Operational Analysts,CATEGORY ANALYST,Analyst,Groupe Leclerc,Canada,Undef,"Bilingual, Tableau, Sales, Retail Link, Nielsen",ANY,In-Person,Others,50000.0,76458.0,63229.0
Senior Business Intelligence Analysts,"Business Intelligence Analyst Toronto, Canada Commercial",BI Analyst,"Rothmans, Benson & Hedges Inc",Toronto,ON,"Computer science, Power BI, SQL, Salesforce, Databases",ANY,In-Person,Others,82000.0,87000.0,84500.0
Senior Data Analysts,Procurement Data Analyst,Data Analyst,Mitsubishi Electric Sales Canada Inc.,Markham,ON,"Python, Sourcing, Power BI, SQL, Procurement",ANY,In-Person,Technology,48000.0,80000.0,64000.0
Senior Supply Chain Data Analysts,Data Analyst and BI Developer - Toronto (Insurance),Developer,Trisura Guarantee Insurance Company,Toronto,ON,"Power BI, Data modeling, SSRS, Databases, Database design",ANY,In-Person,Insurance,65000.0,85000.0,75000.0
Senior Data Analysts,Data Analyst - Product,Data Analyst,Appcast,Fredericton,NB,"Statistics, SQL, Statistics, Tableau, SQL",ANY,In-Person,Others,55000.0,66000.0,60500.0
Business and Marketing Analysts,Business Analyst,Business Analyst,TripNinja,Remote,Undef,"Power BI, SQL, AWS, Statistics, Presentation skills",ANY,Remote,Others,80000.0,90000.0,85000.0
Senior Data Analysts,Data Analyst,Data Analyst,Fraser Health,Surrey,BC,"Statistical software, Power BI, Visual Basic, SAS, R",ANY,In-Person,Healthcare,79289.59999999999,113984.0,96636.79999999999
Senior Business Intelligence Analysts,Data Analyst (Street Operations),Data Analyst,The City of Vancouver,Vancouver,BC,"Power BI, SQL, Statistics, SQL, Statistics",ANY,In-Person,Technology,87443.2,103272.0,95357.6
Senior Data Analysts,"Analyst, Data Integrity",Analyst,Allied,Toronto,ON,"Tableau, Power BI, SQL, ERP systems, Yardi",ANY,In-Person,Others,70000.0,95000.0,82500.0
Senior Business Intelligence Analysts,Junior Business Support Analyst,Analyst,Intelligent Hospitality,Remote,Undef,Analytics,Junior,Remote,Technology,40000.0,57200.0,48600.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Scene+,Toronto,ON,"Tableau, SQL, Presentation skills, Machine learning, No SQL",Senior,In-Person,Others,43000.0,93000.0,68000.0
Business and Technical Analysts,Geophysicist/Data Analyst,Data Analyst,Sander Geophysics Limited,Ottawa,ON,Computer skills,ANY,In-Person,Technology,64123.59,86600.0,75361.795
Senior Business Intelligence Analysts,Business Analyst Position (Remote),Business Analyst,Saint Laurent Consulting,Remote,Undef,"Power BI, SQL, SAP, Supply chain, Statistics",ANY,Remote,Consulting,68000.0,88300.0,78150.0
Senior Data Analysts,Data Analyst,Data Analyst,Runnymede Healthcare Centre,Toronto,ON,"Microsoft Windows Server, Python, No SQL, Adobe Photoshop, SQL",ANY,In-Person,Healthcare,65000.0,75000.0,70000.0
Senior Supply Chain Data Analysts,"Business Data Analyst, Retro Admin",Data Analyst,PartnerRe,Toronto,ON,"Tableau, Alteryx, Office Suite, SQL, Quality assurance",ANY,In-Person,Others,68500.0,87000.0,77750.0
Senior Data Analysts,Inventory Data Analyst,Data Analyst,Leavitt Machinery Canada Inc.,Coquitlam,BC,"Power BI, SQL, ERP systems, Tableau, SQL",ANY,In-Person,Technology,50000.0,70000.0,60000.0
Senior Data Analysts,Sr. Data Analyst,Data Analyst,"Railserve, Inc.",Edmonton,AB,"Computer science, Power BI, R, Statistics, Tableau",Senior,In-Person,Others,85000.0,85000.0,85000.0
Senior Business Intelligence Analysts,"Business Analyst, Business Intelligence (BI) - Belron Canada",Business Analyst,Belron Canada,Montreal,QC,"Bilingual, Tableau, Power BI, Azure, Business intelligence",ANY,In-Person,Others,84000.0,90000.0,87000.0
Senior Data Analysts,Data & Systems Analyst,System Analyst,Aecon Group,Toronto,ON,"Power BI, SQL, Statistics, Data analytics, Organizational skills",ANY,In-Person,Others,69000.0,80000.0,74500.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,American Tall,Mississauga,ON,"Pricing, Azure, R, Statistics, Google Cloud Platform",Senior,In-Person,Others,77000.0,97000.0,87000.0
Senior Data Analysts,EDI Data Analyst,Data Analyst,Jewish Family and Child Service,Toronto,ON,"Tableau, Russian, Presentation skills, Data management, Data entry",ANY,In-Person,Service,69000.0,84000.0,76500.0
Senior Business Intelligence Analysts,Project Controls Analyst,Analyst,Thermo Design Engineering Ltd,Edmonton,AB,"Python, No SQL, Cost management, Power BI, Sage",ANY,In-Person,Construction,68000.0,88300.0,78150.0
Business Systems Analysts,Data Business Analyst,Business Analyst,"Bridgenext, Inc",Canada,Undef,"Power BI, SQL, Azure, Business intelligence, Office Suite",ANY,In-Person,Others,85816.8,91520.0,88668.4
Business Systems Analysts,business data analyst,Data Analyst,Accencis Group,Richmond Hill,ON,"Agile, iOS, Python, Statistics, Project management software",ANY,In-Person,Others,90480.0,90480.0,90480.0
Senior Data Analysts,Data Centre Analyst,Analyst,TransLink,Vancouver,BC,"Data center experience, Enterprise architecture, Computer hardware, IT",ANY,In-Person,Others,30240.56,57200.0,43720.28
Systems and Data Analysts,Business Development Data Analyst - Remote Work,Data Analyst,BairesDev,Calgary,AB,Undef,ANY,Remote,Others,60000.0,109000.0,84500.0
Senior Data Analysts,Data Analyst,Data Analyst,University of Saskatchewan,Saskatoon,SK,"Power BI, Data modeling, SQL, Business analysis, Research",ANY,In-Person,Technology,70000.0,115000.0,92500.0
Systems and Data Analysts,Data Analyst - KENWAVE SOLUTIONS INC.,Data Analyst,Kenaidan Contracting Ltd,Mississauga,ON,"Statistics, MATLAB, Signal processing, SQL, Machine learning",ANY,In-Person,Others,64000.0,80000.0,72000.0
Senior Data Analysts,Data Analyst,Data Analyst,Canadian Nuclear Laboratories,Port Hope,ON,"ArcGIS, SQL, SQL, Database design, Presentation skills",ANY,In-Person,Others,55000.0,71000.0,63000.0
Systems and Data Analysts,Binance Accelerator Program - Data Analyst (Risk),Risk Analyst,Binance,Remote,Undef,"Bilingual, Agile, Statistics, Python, SQL",ANY,Remote,Others,76000.0,89440.0,82720.0
Senior Data Analysts,Data Analyst,Data Analyst,CAPREIT,Toronto,ON,"Jira, Power BI, SQL, Data structures, Yardi",ANY,In-Person,Technology,69000.0,86000.0,77500.0
Business and Technical Analysts,Continuous Improvement/Business Analyst,Business Analyst,FleetOptics Inc,Mississauga,ON,"Tableau, Power BI, SQL, Logistics, Process improvement",ANY,In-Person,Others,60000.0,90000.0,75000.0
Senior Supply Chain Data Analysts,Business Analyst/Quality Assurance Analyst,Business Analyst,DLL,Burlington,ON,"Jira, No SQL, SAFe, SQL, Microsoft Outlook",ANY,In-Person,Others,76000.0,114000.0,95000.0
Senior Data Analysts,ICQA Data Analyst,Data Analyst,"Amazon Canada Fulfillment Services, ULC.",Cambridge,ON,"SQL, Data mining, Office Suite, Project management",ANY,In-Person,Service,49000.0,78000.0,63500.0
Senior Data Analysts,Infrastructure Data Analyst,Data Analyst,City of Markham,Markham,ON,"ArcGIS, AutoCAD, SQL, Statistics, Pivot tables",ANY,In-Person,Technology,77000.0,87000.0,82000.0
Senior Data Analysts,Senior Data Analyst,Data Analyst,Clutch Technologies Inc.,Etobicoke,ON,"Pricing, Tableau, SQL, Data visualization, No SQL",Senior,In-Person,Technology,61000.0,100000.0,80500.0
Business and Technical Analysts,Summer/Fall Co-op- Analyst,Analyst,Canadian Cannabis Exchange Ltd.,Calgary,AB,"Office Suite, Data analytics, Computer skills, No SQL, Time management",ANY,In-Person,Others,34611.200000000004,57200.0,45905.600000000006
Senior Data Analysts,Data Analyst,Data Analyst,Value Partners Investments,Winnipeg,MB,"Power BI, R, Tableau, SQL, Scripting",ANY,In-Person,Finance,42000.0,69000.0,55500.0
Senior Business Intelligence Analysts,Data and Business Intelligence Analyst,BI Analyst,University of Toronto,Toronto,ON,"Power BI, SQL, Business intelligence, Statistics, SQL",ANY,In-Person,Technology,85000.0,93000.0,89000.0
Business Systems Analysts,Business Analyst - Hybrid,Business Analyst,CarltonOne,Markham,ON,"Supply chain, Process improvement, NetSuite, Software development, Web services",ANY,Hybrid,Automotive,70000.0,80000.0,75000.0
Senior Data Analysts,Information Analyst - Data Quality,Analyst,eHealth Saskatchewan,Regina,SK,"Power BI, Statistics, Office Suite, Databases, Change management",ANY,In-Person,Healthcare,74152.0,90272.0,82212.0
Business and Technical Analysts,Data Analyst / Analyste de donnÃƒÆ’Ã‚Â©es,Data Analyst,FlightHub,Montreal,QC,"Statistical software, SQL, Sales, Customer service, SQL",ANY,In-Person,Others,64123.59,86600.0,75361.795
Business Systems Analysts,Business System Analyst -Data Engineer,Data Engineer,Zortech Solutions,Toronto,ON,"Oracle, SQL, Data warehouse, Python, Hadoop",ANY,In-Person,Technology,120000.0,130000.0,125000.0
Senior Supply Chain Data Analysts,Supply Chain Data Analyst,Data Analyst,City of Calgary,Calgary,AB,"Python, No SQL, Statistics, Computer science, Power BI",ANY,In-Person,Technology,85862.40000000001,114774.4,100318.4
